Index,Text,Label
2_1,台风过后第一天没有一条路是好的不论大道小路全被倒下的树木挡住这些天一线工作者夜以继日地工作着各个街道小区的居民也自发参与到灾后修复工作中不论男女老少大家都在为自己的家园尽自己的一份力,2
2_2,台风摩羯海大也是重创很多大树连根拔起水电信号停了好几天路都畅通了水电网也恢复了,2
2_3,灾难片海南台风摩羯海南台风台风摩羯过后灾难台风摩羯海南海口海口记录我的城市,2
2_4,节台风摩羯登陆海南岛后惨状只剩下一片狼藉惨实在太惨没网没信号没电没水断断续续的,2
2_5,不幸中的万幸是摩羯虽然风力达到威马逊级别但是它并没有带来超强降雨不然即要承受风灾又要承受大涝灾像威马逊一样整个城市都侵泡在水里几天失联状态,2
2_6,成片挂果槟榔拦腰截断倒塌的鸡舍猪圈受损严重的房屋我们可以用双手重建家园,2
2_7,亲身经历这场灾难眼见着这座美丽的海岛满目疮痍台风呼啸的时候真的有种末日来临的即视感耳鸣楼房晃动冒冷汗台风摩羯带来的损坏和影响无法估量继威马逊后又一次给文昌带来了重创性的打击第一次深刻感受到灾难面前人是如此渺小可是啊生活还是要继续一定会慢慢变好的～海岛的美丽终将再现,2
2_8,摩羯来袭的那一刻整栋楼都在剧烈地摇摇晃晃头晕恐惧在黑暗中听着狂风呼啸感受着楼体的晃动每一秒钟都充满了未知与不安不敢入睡至今回想起来都让人胆战心惊,2
2_9,摩羯台风威力有多大,2
2_10,住高层的基本无一幸免门窗玻璃破碎住海边还海水倒灌我们家住在低楼层除了门缝渗水其他就还好但是断水断电断网真的就跟瞎了一样的还好现在来水来电了网络也畅通了,2
2_11,伴随着担惊受怕和紧张终于度过了这个夜晚迎来了雨过天晴但受了重创的海口却伤痕累累许多地方断了电停了水甚至没有了信号街道上一片狼藉本就是一棵棵的参天大树一夜之间全部倾倒也不知道这些倒掉的大树将何去何从突然有一点辛酸,2
2_12,它们曾经是海南的代表性打卡地在台风扫荡之后已经一片狼藉西海岸观海台的时钟还停留在台风登陆那一刻莫名有一种凄凉沧桑和难过下一次拿起镜头我们该以什么姿势去为这个城市疗伤?,2
2_13,海南大学的绝美校园一直是我来小岛读书的唯一慰藉刚来了一周校园还没逛完甚至校门都没出一夜变成叙利亚摩羯你没有心,2
2_14,在摩羯面前人类的风力发电机也承受不住,2
2_15,台风摩羯昨天下午登陆海口点开始停水停电没信号一夜急风骤雨早晨点多钟出门查看损失好多汽车被树木砸坏好多商铺广告牌被吹飞铁皮房顶被掀翻活动板房被吹跑老房屋顶瓦片不翼而飞百年老树几人合抱的大树被连根拔起整条街的树木都被放倒空调外机高空坠落听说昨天下午已经有人yunan,2
2_16,第一次见台风就是超强台风摩羯真的算是惊魂夜了学校也被吹成了海大首先就是楼被吹的一直晃像摇篮原来台风天楼会摇这么厉害还能清晰的听见被吹倒的铁皮饮水机在楼道撞来撞去感觉有无数妖怪在门外嘶吼狰狞尖叫着想把屋子扯个缝隙钻进来雨被风吹的像漫天黄沙全部横着飞过打在墙上然后空中旋转裹挟一排树叶和树枝飞舞最后外面一片雾蒙蒙什么也看不清宿舍门和阳台门被吹的好像有人要破门而入疯狂拍打抵都抵不住,2
2_17,台风登录海南以后很世界末日了太恐怖了太可怕了无法想象风比威马逊厉害地多的多雨倒是没那么多天空灰暗树叶乱飞风跟群魔乱舞似的还伴有龙卷风风吹到高压线跟树噼里啪啦着火了风在嘶吼不停的吹哨子吹的耳鸣心脏一颤一颤的树倒下来连根拔起高层的窗户空调外机楼板花盆掉下来也有砸到低层窗户高层和低层玻璃碎掉风吹的家里残垣断壁进很多水还有水管爆裂的物业也没法过去救援客厅阳台都是水,2
2_18,这次海南摩羯台风对文昌正面袭击对东郊椰林破坏巨大可以说是百年来破坏最大的一次成片的椰树林被破坏吹倒拦腰折断多岁的啊婆说她从来没见过这么大的台风她的一片椰林都遭到了破坏今年的椰子收成全没有了明年椰子树还需要慢慢恢复生长,2
2_19,文昌市挨着海口市这次受灾最惨重那里都是朴实的农民养殖业种植业一个小小的城市损失几百个亿希望网络可以有力量帮助文昌十年前威马逊就是海南人民默默扛过去十年后的今天请给海南温暖与光～城市破破烂烂心里惨惨淡淡,2
2_20,你们都还好吗停水停电没网络过上野人生活街边都是倒下的树玻璃渣很危险心疼我小岛级台风摩羯太可怕了,2
2_21,好可怕昨天晚上一晚上没睡跟室友们听外面狂风大作生怕把窗户吹炸开了,2
2_22,台风后第一天路边随处可见连根拔起的树木和散落在地上的玻璃十分惨烈多处地方停水停电今天是第二天车辆可以正常行驶了但是还是有些地方停水停电愿世间没有灾害海南人民加油,2
2_23,刚来海口就遇上了据说是建国以来最强登陆的台风真是给我长见识了～一夜狂风暴雨之后整个城市的惨破不忍直视大树连根拔起破坏随处可见在家里担心了一夜的阳台门还好坚挺的扛住了风暴总体还算幸运希望海口尽快恢复正常秩序愿每个人都安全度过～,2
2_24,台风摩羯不是寻常普普通通轻描淡写的小台风这是建国以来登陆最大的秋台风这是灾难海口的官方表述为台风摩羯横贯全境横扫全城重创海口造成严重灾害和重大损失无数个你我一样的普通人月日那一夜都经历了恐怖和惊吓更多海口文昌等地的农业养殖业受损惨重对于有些老百姓来说可能是灭顶之灾,2
2_25,真正内心平静的人如同摩羯过后阳台没了不用焦虑那么多一切都是那么自然​自然是松弛的自在的也是惬意的​所以一个人的内心足够平静的话是能够让自己变得坚如磐石,2
2_26,整个城市一片狼藉环卫电力武警各人员都在积极抢修恢复两侧的树基本都倒了很多道路都没办法通行看到很多人受伤了还有很多地方倒了真的很难过意外和明天不知道什么时候来珍惜当下希望我们的家尽快恢复大家都好好的,2
2_27,月日登陆的台风摩羯给海南带来了前所未有的挑战其造成的经济损失远超年的超强台风威马逊城区道路基础设施农业旅游业以及经济区域和商业设施均受损严重整个海南岛仿佛经历了一场浩劫只剩下在风中呼啸的破败建筑和散落的广告牌面对这场灾害海南省政府迅速行动全力开展抢险救灾工作,2
2_28,整个过程感觉是地动山摇家里整个楼都在摇摆总觉得下一秒就被撕烂中间有短暂的小时平静期那是身处台风眼时期台风威力很大整个县城没有一棵树完好我身边的在建高楼的电梯架直接从二级道路倒塌砸穿到一级道路可以理解为层的楼把个道路都穿了连续天没有通电,2
2_29,十年前威马逊的树还没长好这回又全毁了今年经济严重受创自己也深陷疾病希望苦难早点过去台风台风摩羯灾后重建,2
2_30,台风摩羯把学校校门都给毁了以后在海大上学再也不南啦,2
2_31,原本植物应长得最茂盛的地方现在倒的倒剪的剪椰子树也失去了精神头真是灾难具象化,2
2_32,去年带着女儿去打卡了一下真的很漂亮白色风车的浪漫很震撼希望能够早日恢复希望大家平平安安海南台风摩羯木兰湾,2
2_33,台风摩羯文昌木兰湾风车风车公路台风过后的惨状图三是今年二月份去的时候拍的,2
2_34,它们曾经是海南的代表性打卡地在台风扫荡之后已经一片狼藉西海岸观海台的时钟还停留在台风登陆那一刻莫名有一种凄凉沧桑和难过下一次拿起镜头我们该以什么姿势去为这个城市疗伤?图片来源网络侵删,2
2_35,坐标海口图片来源台风摩羯过境后海口朋友发出的一线实况那些拿台风开玩笑的都是没经历过超强台风的,2
2_36,在摩羯面前人类的风力发电机也承受不住,2
2_37,经过级台风的洗礼整个城市都是满目疮痍破烂不堪我们小区损失惨重昔日美丽的家园如今一片狼藉让人好不心疼估计没有几个小区比我们小区惨的了,2
2_38,受超级台风摩羯影响海南海口文昌等地遭受重创台风过后海口多地停水断电市区大部分道路交通中断大面积树木倒伏台风还造成电力设施受损为帮助人民群众早日恢复正常生活生产人民子弟兵紧急出动投入灾后重建工作,2
2_39,年经历了威马逊年经历了摩羯每一次小岛都满目疮痍,2
2_40,一片狼藉街上的基本全倒了围墙倒了没水没电城市瘫痪,2
2_41,非必要不出门留给市政抢修台风魔羯级记录我的城市海口,2
2_42,近段时间海南台风频繁虽然像摩羯如此大的超强台风短时间是不会再来了但是小台风又组团一样的过来[捂脸]不知道海南是捅了哪个台风窝,2
2_43,这次应对摩羯有了上次威马逊的经验把车停在了没树的高地刚下去看我的车除了脏点没有其他问题买了一周昨晚的菜冰箱里库存应对家人一周吃饭没问题小区也给力持续的供电供水没有影响装修时候的玻璃都是用的加厚防风防水也很棒,2
2_44,破坏形态还挺一致的若干的管塔都是出现塔身强度破坏塔筒没有出现倾覆表明基础抗倾覆满足塔筒没有出现整体的弯曲表明刚度是满足的破坏的位置是枫叶下以及根部据说风速大于米每秒风机会自动关机叶片随风飘扬有点像塔吊的解锁后自由旋转减少风力但是叶片可见直径较大叶片下的塔筒处受风力会产生较大弯矩根部受不了弯最大米每秒产生的风压大概才个千帕显然停机情况下的并不是最不利工况查了一下摩羯风速有大致风压左右了加上海面地面修正会更高单管塔塔身这是最好玩的地方承载力不足强度破坏鉴定完毕设计风压会不会考虑不够一台上千万这跟管子完全可以做得更强一些,2
2_45,一大早家人发来的遍地狼藉的海口作为经历过威马逊的人不得不说这次的台风真的比威马逊大得多每年大大小小的秋台风除了威马逊这是第一次看到这种阵仗真的要感谢政府相关部门这次准备相比于十年前真的充分的多,2
