Index,Text,Label
1_1,也许是因为高速路上断裂的树木并没有真正妨碍到交通或者其他居民所以这些地方也从没人专门去清理过但这些痕迹却让我感受到了台风过境的痕迹,1
1_2,台风后和邻居积极参与道路清障垃圾清运等灾后恢复工作,1
1_4,在破窗修复之际新窗材质的选择也反映了市民对于气候变化的意识和看法,1
1_5,世茂服务南部区域海南项目遭受重创但物业团队迅速响应台风前全面防御期间小时值守灾后迅速恢复他们抢修设备恢复供水供电修复公共区域设施展现专业素养和责任心业主利益至上物业团队筑起防线多位业主也积极支援共建美好家园ITBEAR,1
1_6,台风贝碧嘉登陆常州市这是饼干经历的最大一场台风大部分地区出现到级阵风级的大风并有中到大雨局部暴雨爸爸在火车站工作妈妈在家陪着饼干‌早上一起床大家都惊呆了小区里就像被原子弹炸过一样很多树被连根拔起饼干非常好奇感叹大自然的力量 ,1
1_7,许昌禹州鹤壁淇县新乡辉县等地出现级大风其中许昌禹州卧龙岗以每秒近米的级风力冠绝全省妖风肆虐堪比台风登陆​​​,1
1_9,如果有人好奇经历过自然灾害后几个月没人管的地方是什么样的,1
1_10,台风后第一骑带大家看看战损版陆家嘴​,1
1_11,今天就是那个为细胞冲锋的勇士,1
1_12,好难过我真的会为倒了几颗树而流泪直击级台风贝碧嘉破坏力 ​,1
1_13,风雨无阻今天布老师也努力工作了呜呜呜路上的积水滂臭把我的脚都泡臭了不会得脚气吧,1
1_14,傍晚雨停后下楼带着贝贝转了一圈遍地是贝碧嘉留下的痕迹折断的树杈也已被物业锯了下来等着环卫收走呢,1
1_15,直击级台风贝碧嘉破坏力 本小区邻街商户拍到的景象上海一路超话上海身边事,1
1_16,太仓浏河监测到级风量太仓目前很多地方停电电信网络很差估计离我最近的基站出问题了直击级台风贝碧嘉破坏力 ​,1
1_17,第一次经历台风好多树连根拔起上海 ​,1
1_18,台风过后有种劫后重生的错觉上一回体验停电还是在课堂上的电量带来满满安全感希望明天快快来电,1
